FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL	label_salary	label_comp	id
2821.0	St. John Fisher College	NY	IIB	513	427	376.0	432.0	635	512	451.0	524.0	29.0	40.0	36.0	1.0	106.0	http://dbpedia.org/resource/St._John_Fisher_College	medium	medium	604.0
2832.0	St. Thomas Aquinas College	NY	IIB	510	408	374.0	419.0	617	526	454.0	515.0	18.0	16.0	26.0	3.0	63.0	http://dbpedia.org/resource/St._Thomas_Aquinas_College	medium	medium	607.0
2842.0	SUNY College at Buffalo	NY	IIA	536	433	359.0	444.0	693	560	464.0	573.0	144.0	157.0	88.0	3.0	424.0	http://dbpedia.org/resource/Buffalo_State_College	medium	medium	610.0
2845.0	SUNY College at Geneseo	NY	IIA	541	411	348.0	405.0	704	536	448.0	525.0	48.0	78.0	79.0	23.0	243.0	http://dbpedia.org/resource/State_University_of_New_York_at_Geneseo	medium	medium	611.0
2847.0	SUNY College at Oneonta	NY	IIA	539	428	362.0	440.0	705	557	467.0	571.0	93.0	78.0	81.0	1.0	267.0	http://dbpedia.org/resource/State_University_of_New_York_at_Oneonta	medium	medium	612.0
2850.0	SUNY College at Potsdam	NY	IIA	531	413	337.0	424.0	691	539	436.0	552.0	78.0	63.0	52.0	9.0	219.0	http://dbpedia.org/resource/State_University_of_New_York_at_Potsdam	medium	medium	613.0
2882.0	Syracuse University	NY	I	648	475	394.0	526.0	851	645	528.0	701.0	371.0	301.0	205.0	10.0	891.0	http://dbpedia.org/resource/Syracuse_University	high	high	614.0
2889.0	Union College	NY	IIA	638	508	399.0	512.0	841	677	501.0	667.0	60.0	50.0	54.0	9.0	173.0	http://dbpedia.org/resource/Union_College	high	high	615.0
2895.0	Vassar College	NY	IIB	674	517	408.0	523.0	879	669	512.0	674.0	70.0	60.0	66.0	9.0	212.0	http://dbpedia.org/resource/Vassar_College	high	high	617.0
2901.0	Wells College	NY	IIB	464	373	318.0	396.0	568	454	389.0	484.0	21.0	10.0	14.0	0.0	46.0	http://dbpedia.org/resource/Wells_College	medium	medium	619.0
4804.0	New York Institute of Technology	NY	IIA	569	492	410.0	491.0	726	642	546.0	639.0	68.0	106.0	43.0	11.0	228.0	http://dbpedia.org/resource/New_York_Institute_of_Technology	medium	high	621.0
10286.0	SUNY Empire State College	NY	IIB	543	437	361.0	430.0	706	562	468.0	554.0	33.0	47.0	35.0	3.0	132.0	http://dbpedia.org/resource/Empire_State_College	medium	medium	624.0
3011.0	Art Academy of Cincinnati	OH	IIB	*	286	?	304.0	*	354	?	371.0	5.0	6.0	5.0	1.0	17.0	http://dbpedia.org/resource/Art_Academy_of_Cincinnati	low	low	625.0
3012.0	Ashland University	OH	IIB	484	418	329.0	398.0	624	530	437.0	515.0	52.0	58.0	58.0	4.0	179.0	http://dbpedia.org/resource/Ashland_University	medium	medium	626.0
3014.0	Baldwin-Wallace College	OH	IIB	530	431	360.0	464.0	662	552	464.0	587.0	74.0	39.0	35.0	0.0	148.0	http://dbpedia.org/resource/Baldwin%E2%80%93Wallace_College	medium	medium	627.0
3016.0	Bluffton College	OH	IIB	368	309	272.0	312.0	466	389	347.0	399.0	16.0	13.0	19.0	1.0	49.0	http://dbpedia.org/resource/Bluffton_University	low	low	628.0
3023.0	Capital University	OH	IIA	563	405	334.0	424.0	704	540	429.0	543.0	54.0	36.0	57.0	11.0	158.0	http://dbpedia.org/resource/Capital_University	medium	medium	629.0
3032.0	Cleveland State University	OH	IIA	611	459	390.0	486.0	750	575	495.0	606.0	166.0	223.0	128.0	14.0	531.0	http://dbpedia.org/resource/Cleveland_State_University	medium	high	630.0
3033.0	College of Mount St. Joseph	OH	IIB	477	412	339.0	360.0	575	482	401.0	423.0	10.0	21.0	52.0	17.0	100.0	http://dbpedia.org/resource/College_of_Mount_St._Joseph	medium	low	631.0
3037.0	College of Wooster	OH	IIB	561	411	346.0	449.0	735	518	429.0	575.0	52.0	24.0	44.0	2.0	122.0	http://dbpedia.org/resource/College_of_Wooster	medium	medium	632.0
3038.0	Mount Union College	OH	IIB	476	394	325.0	399.0	609	508	412.0	509.0	25.0	21.0	17.0	7.0	70.0	http://dbpedia.org/resource/University_of_Mount_Union	medium	medium	633.0
3042.0	Denison University	OH	IIB	558	414	346.0	445.0	757	528	439.0	584.0	58.0	32.0	55.0	0.0	146.0	http://dbpedia.org/resource/Denison_University	medium	medium	635.0
3048.0	Heidelberg College	OH	IIB	399	334	298.0	331.0	491	407	349.0	397.0	17.0	18.0	24.0	8.0	67.0	http://dbpedia.org/resource/Heidelberg_University_(Ohio)	low	low	638.0
3050.0	John Carroll University	OH	IIA	587	473	389.0	465.0	717	586	490.0	576.0	59.0	56.0	74.0	14.0	203.0	http://dbpedia.org/resource/John_Carroll_University	medium	medium	640.0
3069.0	Lourdes College	OH	IIB	*	330	283.0	280.0	*	413	371.0	361.0	2.0	8.0	15.0	22.0	47.0	http://dbpedia.org/resource/Lourdes_University	low	low	642.0
3072.0	Malone College	OH	IIB	410	352	306.0	343.0	515	441	383.0	432.0	20.0	18.0	26.0	4.0	70.0	http://dbpedia.org/resource/Malone_College_(Northern_Ireland)	low	low	643.0
3073.0	Marietta College	OH	IIB	445	366	298.0	370.0	569	464	367.0	470.0	27.0	18.0	19.0	5.0	69.0	http://dbpedia.org/resource/Marietta_College	medium	medium	644.0
3084.0	Muskingum College	OH	IIB	446	365	290.0	353.0	574	461	378.0	453.0	19.0	19.0	28.0	3.0	69.0	http://dbpedia.org/resource/Muskingum_University	medium	medium	645.0
3085.0	Notre Dame College of Ohio	OH	IIB	*	294	269.0	290.0	*	346	318.0	340.0	5.0	9.0	15.0	0.0	29.0	http://dbpedia.org/resource/Notre_Dame_College	low	low	646.0
3086.0	Oberlin College	OH	IIB	588	454	385.0	507.0	789	605	491.0	673.0	121.0	69.0	43.0	6.0	239.0	http://dbpedia.org/resource/Oberlin_College	high	high	647.0
3089.0	Ohio Northern University	OH	IIB	511	431	371.0	437.0	639	546	465.0	550.0	55.0	53.0	39.0	8.0	155.0	http://dbpedia.org/resource/Ohio_Northern_University	medium	medium	648.0
3110.0	Otterbein College	OH	IIB	459	372	329.0	363.0	600	467	399.0	457.0	22.0	42.0	56.0	10.0	130.0	http://dbpedia.org/resource/Otterbein_University	medium	medium	650.0
3121.0	Tiffin University	OH	IIB	485	379	334.0	379.0	593	470	410.0	466.0	6.0	7.0	14.0	0.0	27.0	http://dbpedia.org/resource/Tiffin_University	medium	medium	651.0
3127.0	University of Dayton	OH	IIA	590	479	392.0	482.0	765	616	495.0	618.0	123.0	159.0	130.0	7.0	419.0	http://dbpedia.org/resource/University_of_Dayton	medium	high	652.0
3131.0	University of Toledo	OH	I	608	457	379.0	486.0	750	572	481.0	607.0	217.0	152.0	167.0	20.0	556.0	http://dbpedia.org/resource/University_of_Toledo	medium	high	653.0
3133.0	Urbana University	OH	IIB	335	266	241.0	272.0	425	314	297.0	333.0	9.0	12.0	14.0	1.0	36.0	http://dbpedia.org/resource/Urbana_University	low	low	654.0
3134.0	Ursuline College	OH	IIB	413	350	297.0	306.0	476	410	361.0	363.0	8.0	10.0	20.0	24.0	62.0	http://dbpedia.org/resource/Ursuline_College	low	low	655.0
3143.0	Wittenberg University	OH	IIB	546	413	341.0	438.0	704	543	436.0	567.0	49.0	55.0	32.0	6.0	142.0	http://dbpedia.org/resource/Wittenberg_University	medium	medium	658.0
3145.0	Youngstown State University	OH	IIA	591	450	362.0	481.0	723	562	461.0	597.0	204.0	116.0	106.0	33.0	459.0	http://dbpedia.org/resource/Youngstown_State_University	medium	high	660.0
7104.0	Miami University	OH	I	616	474	376.0	478.0	797	614	487.0	619.0	258.0	225.0	219.0	60.0	763.0	http://dbpedia.org/resource/Miami_University	medium	high	661.0
8795.0	Antioch University	OH	IIA	441	348	300.0	316.0	571	457	398.0	418.0	30.0	15.0	17.0	3.0	162.0	http://dbpedia.org/resource/Antioch_University	low	low	662.0
9168.0	Wright State University	OH	IIA	642	468	385.0	465.0	781	580	485.0	576.0	126.0	176.0	132.0	45.0	493.0	http://dbpedia.org/resource/Wright_State_University	medium	medium	663.0
12748.0	Shawnee State University	OH	IIB	510	439	368.0	411.0	658	563	502.0	537.0	15.0	54.0	35.0	15.0	119.0	http://dbpedia.org/resource/Shawnee_State_University	medium	medium	664.0
3152.0	University of Central Okla.	OK	IIA	503	442	384.0	416.0	606	536	469.0	505.0	108.0	57.0	166.0	58.0	389.0	http://dbpedia.org/resource/University_of_Central_Oklahoma	medium	medium	666.0
3157.0	Langston University	OK	IIB	459	375	313.0	342.0	545	454	383.0	415.0	12.0	31.0	34.0	29.0	108.0	http://dbpedia.org/resource/Langston_University	low	low	668.0
3184.0	University of Oklahoma	OK	I	600	445	368.0	470.0	752	563	468.0	593.0	286.0	225.0	236.0	24.0	778.0	http://dbpedia.org/resource/University_of_Oklahoma	medium	medium	672.0
3185.0	University of Tulsa	OK	IIA	686	500	404.0	513.0	835	608	493.0	625.0	84.0	108.0	73.0	20.0	287.0	http://dbpedia.org/resource/University_of_Tulsa	high	high	673.0
1339.0	Western Baptist College	OR	IIB	*	308	252.0	285.0	*	451	340.0	388.0	3.0	7.0	7.0	5.0	22.0	http://dbpedia.org/resource/Corban_University	low	low	674.0
3191.0	Concordia College	OR	IIB	401	329	307.0	349.0	496	414	389.0	436.0	13.0	15.0	7.0	1.0	36.0	http://dbpedia.org/resource/Concordia_College_(Moorhead)	low	low	675.0
3197.0	Lewis & Clark College	OR	IIA	601	442	362.0	477.0	749	570	440.0	598.0	74.0	36.0	47.0	6.0	171.0	http://dbpedia.org/resource/Lewis_&_Clark_College	medium	high	678.0
3208.0	Northwest Christian College	OR	IIB	*	*	?	292.0	*	*	?	409.0	4.0	5.0	2.0	0.0	11.0	http://dbpedia.org/resource/Northwest_Christian_University	low	low	680.0
3209.0	Western Oregon State College	OR	IIA	439	354	315.0	361.0	575	470	417.0	472.0	60.0	40.0	33.0	2.0	155.0	http://dbpedia.org/resource/Western_Oregon_University	medium	medium	681.0
3210.0	Oregon State University	OR	I	597	473	400.0	475.0	762	615	522.0	615.0	206.0	209.0	133.0	46.0	622.0	http://dbpedia.org/resource/Oregon_State_University	medium	high	682.0
3211.0	Oregon Institute of Technology	OR	IIB	500	441	391.0	438.0	648	574	512.0	572.0	38.0	32.0	32.0	7.0	109.0	http://dbpedia.org/resource/Oregon_Institute_of_Technology	medium	medium	683.0
3212.0	Pacific University	OR	IIA	441	381	341.0	370.0	561	469	421.0	461.0	28.0	32.0	41.0	7.0	108.0	http://dbpedia.org/resource/Pacific_University	medium	medium	684.0
3217.0	Reed College	OR	IIB	596	442	378.0	495.0	729	545	463.0	607.0	47.0	20.0	31.0	0.0	98.0	http://dbpedia.org/resource/Reed_College	medium	high	686.0
3223.0	University of Oregon	OR	I	597	446	375.0	459.0	762	579	488.0	594.0	240.0	182.0	152.0	89.0	671.0	http://dbpedia.org/resource/University_of_Oregon	medium	medium	688.0
3225.0	Warner Pacific College	OR	IIB	*	279	216.0	269.0	*	340	262.0	328.0	4.0	14.0	8.0	0.0	26.0	http://dbpedia.org/resource/Warner_Pacific_College	low	low	690.0
3227.0	Willamette University	OR	IIB	596	390	345.0	478.0	758	524	466.0	621.0	69.0	43.0	28.0	4.0	145.0	http://dbpedia.org/resource/Willamette_University	medium	high	691.0
3230.0	Allegheny College	PA	IIB	576	414	332.0	415.0	744	537	418.0	532.0	36.0	46.0	54.0	8.0	144.0	http://dbpedia.org/resource/Allegheny_College	medium	medium	693.0
3233.0	Alvernia College	PA	IIB	402	315	295.0	303.0	506	370	347.0	361.0	7.0	12.0	30.0	11.0	60.0	http://dbpedia.org/resource/Alvernia_University	low	low	694.0
3235.0	Beaver College	PA	IIA	496	405	353.0	381.0	652	532	462.0	500.0	12.0	20.0	32.0	2.0	68.0	http://dbpedia.org/resource/Arcadia_University	medium	medium	695.0
3238.0	Bucknell University	PA	IIA	658	497	415.0	528.0	840	637	542.0	678.0	84.0	85.0	73.0	1.0	243.0	http://dbpedia.org/resource/Bucknell_University	high	high	697.0
3241.0	Cabrini College	PA	IIB	471	*	354.0	398.0	597	*	448.0	503.0	15.0	5.0	18.0	3.0	41.0	http://dbpedia.org/resource/Cabrini_College	medium	medium	698.0
3244.0	Chatham College	PA	IIB	492	397	323.0	394.0	628	503	407.0	500.0	13.0	12.0	16.0	2.0	43.0	http://dbpedia.org/resource/Chatham_University	medium	medium	701.0
3245.0	Chestnut Hill College	PA	IIB	*	322	277.0	311.0	*	400	348.0	391.0	5.0	10.0	18.0	4.0	37.0	http://dbpedia.org/resource/Chestnut_Hill_College	low	low	702.0
3247.0	College Misericordia	PA	IIB	493	425	346.0	377.0	578	508	420.0	455.0	9.0	22.0	48.0	5.0	84.0	http://dbpedia.org/resource/Misericordia_University	medium	medium	703.0
3256.0	Drexel University	PA	I	674	496	459.0	568.0	843	619	570.0	709.0	153.0	114.0	73.0	0.0	341.0	http://dbpedia.org/resource/Drexel_University	high	high	705.0
3258.0	Duquesne University	PA	IIA	602	469	393.0	475.0	753	597	497.0	601.0	98.0	97.0	113.0	28.0	336.0	http://dbpedia.org/resource/Duquesne_University	medium	high	706.0
3259.0	Eastern College	PA	IIA	442	342	329.0	363.0	636	413	398.0	473.0	19.0	17.0	17.0	4.0	57.0	http://dbpedia.org/resource/Eastern_University_(United_States)	medium	medium	707.0
3262.0	Elizabethtown College	PA	IIB	552	456	371.0	448.0	718	581	465.0	571.0	30.0	39.0	26.0	6.0	105.0	http://dbpedia.org/resource/Elizabethtown_College	medium	medium	708.0
3266.0	Gannon University	PA	IIA	453	377	341.0	365.0	586	489	434.0	469.0	35.0	54.0	76.0	17.0	182.0	http://dbpedia.org/resource/Gannon_University	medium	medium	709.0
3267.0	Geneva College	PA	IIB	416	366	312.0	366.0	527	475	402.0	469.0	17.0	17.0	16.0	0.0	50.0	http://dbpedia.org/resource/Geneva_College	medium	medium	710.0
3270.0	Gwynedd-Mercy College	PA	IIB	356	316	269.0	280.0	428	383	330.0	341.0	13.0	18.0	51.0	16.0	98.0	http://dbpedia.org/resource/Gwynedd%E2%80%93Mercy_College	low	low	712.0
3274.0	Haverford College	PA	IIB	653	498	392.0	521.0	876	702	551.0	716.0	40.0	19.0	33.0	3.0	95.0	http://dbpedia.org/resource/Haverford_College	high	high	713.0
3275.0	Holy Family College	PA	IIB	480	395	335.0	364.0	599	504	432.0	465.0	12.0	14.0	33.0	16.0	75.0	http://dbpedia.org/resource/Holy_Family_University	medium	medium	714.0
3276.0	Immaculata College	PA	IIB	451	406	310.0	385.0	572	521	399.0	492.0	10.0	8.0	8.0	2.0	28.0	http://dbpedia.org/resource/Immaculata_University	medium	medium	715.0
3277.0	Indiana University of Penn.	PA	IIA	675	541	425.0	546.0	859	708	571.0	711.0	243.0	201.0	173.0	41.0	658.0	http://dbpedia.org/resource/Indiana_University_of_Pennsylvania	high	high	716.0
3278.0	Thomas Jefferson University	PA	IIA	*	505	428.0	441.0	*	678	558.0	578.0	5.0	9.0	24.0	18.0	59.0	http://dbpedia.org/resource/Thomas_Jefferson_University	medium	medium	717.0
3279.0	Juniata College	PA	IIB	488	391	316.0	419.0	634	497	427.0	545.0	36.0	20.0	16.0	2.0	74.0	http://dbpedia.org/resource/Juniata_College	medium	medium	718.0
3282.0	King's College	PA	IIB	498	427	354.0	409.0	641	548	444.0	520.0	22.0	28.0	45.0	0.0	95.0	http://dbpedia.org/resource/King's_College_London	medium	medium	719.0
3284.0	Lafayette College	PA	IIB	686	517	419.0	506.0	873	668	536.0	647.0	37.0	62.0	71.0	8.0	179.0	http://dbpedia.org/resource/Lafayette_College	high	high	720.0
3289.0	Lehigh University	PA	I	757	543	448.0	635.0	955	700	568.0	805.0	216.0	118.0	77.0	4.0	416.0	http://dbpedia.org/resource/Lehigh_University	high	high	723.0
3296.0	Marywood College	PA	IIA	514	429	356.0	412.0	635	524	443.0	508.0	25.0	41.0	52.0	3.0	121.0	http://dbpedia.org/resource/Marywood_University	medium	medium	726.0
3297.0	Mercyhurst College	PA	IIB	444	390	312.0	339.0	592	497	390.0	429.0	15.0	25.0	46.0	15.0	101.0	http://dbpedia.org/resource/Mercyhurst_University	low	low	727.0
3301.0	Moravian College	PA	IIB	490	406	343.0	423.0	624	516	430.0	537.0	35.0	29.0	19.0	3.0	86.0	http://dbpedia.org/resource/Moravian_College	medium	medium	729.0
3313.0	Widener University	PA	IIA	670	556	439.0	529.0	870	714	567.0	683.0	60.0	136.0	88.0	18.0	309.0	http://dbpedia.org/resource/Widener_University	high	high	731.0
3315.0	Bloomsburg University of Penn.	PA	IIA	669	538	428.0	528.0	856	710	580.0	696.0	98.0	109.0	131.0	10.0	348.0	http://dbpedia.org/resource/Bloomsburg_University_of_Pennsylvania	high	high	732.0
3316.0	California University of Penn.	PA	IIA	674	541	436.0	549.0	850	700	578.0	708.0	112.0	108.0	64.0	25.0	309.0	http://dbpedia.org/resource/California_University_of_Pennsylvania	high	high	733.0
3317.0	Cheyney University of Penn.	PA	IIA	692	554	379.0	550.0	884	732	530.0	725.0	35.0	35.0	21.0	7.0	98.0	http://dbpedia.org/resource/Cheyney_University_of_Pennsylvania	high	high	734.0
3320.0	East Stroudsburg University	PA	IIA	676	531	415.0	526.0	858	696	556.0	686.0	95.0	72.0	85.0	20.0	272.0	http://dbpedia.org/resource/East_Stroudsburg_University_of_Pennsylvania	high	high	735.0
3322.0	Kutztown University of Penn.	PA	IIA	669	544	418.0	528.0	847	707	558.0	685.0	119.0	117.0	122.0	25.0	383.0	http://dbpedia.org/resource/Kutztown_University_of_Pennsylvania	high	high	737.0
3323.0	Lock Haven University	PA	IIB	676	544	417.0	508.0	820	675	527.0	631.0	46.0	64.0	61.0	26.0	197.0	http://dbpedia.org/resource/Lock_Haven_University_of_Pennsylvania	high	high	738.0
3324.0	Mansfield University of Penn.	PA	IIB	665	532	428.0	516.0	839	690	568.0	670.0	47.0	60.0	58.0	14.0	179.0	http://dbpedia.org/resource/Mansfield_University_of_Pennsylvania	high	high	739.0
3325.0	Millersville University of Penn.	PA	IIA	660	552	429.0	549.0	842	723	576.0	716.0	117.0	97.0	100.0	6.0	320.0	http://dbpedia.org/resource/Millersville_University_of_Pennsylvania	high	high	740.0
3326.0	Shippensburg University	PA	IIA	673	545	425.0	573.0	848	706	567.0	735.0	148.0	67.0	83.0	3.0	301.0	http://dbpedia.org/resource/Shippensburg_University_of_Pennsylvania	high	high	741.0
3327.0	Slippery Rock University of Penn.	PA	IIA	675	532	431.0	537.0	836	670	552.0	676.0	127.0	104.0	138.0	11.0	380.0	http://dbpedia.org/resource/Slippery_Rock_University_of_Pennsylvania	high	high	742.0
3328.0	West Chester University of Penn.	PA	IIA	667	540	431.0	533.0	821	680	554.0	671.0	136.0	163.0	176.0	8.0	483.0	http://dbpedia.org/resource/West_Chester_University_of_Pennsylvania	high	high	743.0
3359.0	Robert Morris College	PA	IIB	575	454	406.0	438.0	724	576	513.0	554.0	11.0	43.0	42.0	7.0	103.0	http://dbpedia.org/resource/Robert_Morris_University	medium	medium	745.0
3366.0	Saint Francis College	PA	IIB	472	392	323.0	375.0	573	481	403.0	463.0	20.0	14.0	24.0	8.0	66.0	http://dbpedia.org/resource/Saint_Francis_University	medium	medium	747.0
3367.0	St. Joseph's University	PA	IIA	594	484	427.0	487.0	764	628	539.0	623.0	39.0	50.0	63.0	2.0	154.0	http://dbpedia.org/resource/University_of_St._Joseph's_College	medium	high	748.0
3371.0	Temple University	PA	I	736	579	454.0	606.0	913	724	568.0	755.0	490.0	332.0	291.0	37.0	1150.0	http://dbpedia.org/resource/Temple_University	high	high	752.0
3378.0	University of Pennsylvania	PA	I	881	622	532.0	744.0	1086	831	712.0	945.0	541.0	240.0	212.0	0.0	993.0	http://dbpedia.org/resource/University_of_Pennsylvania	high	high	754.0
3384.0	University of Scranton	PA	IIA	565	479	437.0	475.0	736	632	571.0	621.0	51.0	86.0	95.0	5.0	242.0	http://dbpedia.org/resource/University_of_Scranton	medium	high	756.0
3385.0	Ursinus College	PA	IIB	528	419	354.0	434.0	686	547	458.0	563.0	32.0	28.0	29.0	2.0	91.0	http://dbpedia.org/resource/Ursinus_College	medium	medium	757.0
3391.0	Waynesburg College	PA	IIB	407	332	297.0	333.0	541	453	399.0	451.0	20.0	11.0	22.0	11.0	67.0	http://dbpedia.org/resource/Waynesburg_University	low	medium	760.0
3392.0	Westminster College	PA	IIB	497	410	337.0	423.0	603	498	394.0	508.0	47.0	12.0	24.0	10.0	93.0	http://dbpedia.org/resource/Westminster_College_(Pennsylvania)	medium	medium	761.0
3394.0	Wilkes University	PA	IIA	499	430	338.0	409.0	612	534	408.0	502.0	31.0	53.0	53.0	0.0	138.0	http://dbpedia.org/resource/Wilkes_University	medium	medium	762.0
3399.0	York College of Pennsylvania	PA	IIB	615	512	414.0	464.0	809	664	537.0	603.0	13.0	32.0	67.0	1.0	113.0	http://dbpedia.org/resource/York_College_of_Pennsylvania	medium	high	764.0
3987.0	La Roche College	PA	IIB	433	364	302.0	351.0	518	438	355.0	419.0	11.0	12.0	21.0	0.0	44.0	http://dbpedia.org/resource/La_Roche_College	medium	low	765.0
9235.0	Clarion University of Penn.	PA	IIA	649	539	419.0	517.0	824	694	549.0	665.0	100.0	92.0	110.0	22.0	324.0	http://dbpedia.org/resource/Clarion_University_of_Pennsylvania	high	high	767.0
3402.0	Bryant College	RI	IIB	632	582	502.0	556.0	812	746	629.0	709.0	40.0	43.0	45.0	0.0	135.0	http://dbpedia.org/resource/Bryant_University	high	high	769.0
3406.0	Providence College	RI	IIA	633	526	418.0	489.0	827	712	544.0	646.0	43.0	68.0	93.0	15.0	219.0	http://dbpedia.org/resource/Providence_College	medium	high	770.0
4917.0	Roger Williams University	RI	IIB	*	*	?	464.0	*	*	?	605.0	0.0	0.0	0.0	0.0	104.0	http://dbpedia.org/resource/Roger_Williams_University	medium	high	774.0
3420.0	Benedict College	SC	IIB	320	260	241.0	257.0	381	311	289.0	308.0	21.0	10.0	29.0	18.0	78.0	http://dbpedia.org/resource/Benedict_College	low	low	775.0
3422.0	Central Wesleyan College	SC	IIB	293	247	214.0	264.0	366	311	261.0	329.0	20.0	7.0	9.0	0.0	36.0	http://dbpedia.org/resource/Southern_Wesleyan_University	low	low	776.0
3425.0	Clemson University	SC	I	602	441	375.0	466.0	728	544	465.0	571.0	296.0	224.0	191.0	42.0	801.0	http://dbpedia.org/resource/Clemson_University	medium	medium	777.0
3428.0	College of Charleston	SC	IIA	475	410	320.0	374.0	581	505	399.0	462.0	68.0	102.0	118.0	32.0	320.0	http://dbpedia.org/resource/College_of_Charleston	medium	medium	779.0
3430.0	Columbia College	SC	IIB	415	355	330.0	358.0	515	441	402.0	442.0	23.0	25.0	15.0	9.0	76.0	http://dbpedia.org/resource/Columbia_College_Chicago	medium	low	780.0
3431.0	Converse College	SC	IIB	467	384	317.0	372.0	582	495	402.0	473.0	12.0	31.0	23.0	3.0	69.0	http://dbpedia.org/resource/Converse_College	medium	medium	781.0
3432.0	Erskine College	SC	IIB	420	*	297.0	355.0	527	*	366.0	444.0	19.0	5.0	14.0	2.0	40.0	http://dbpedia.org/resource/Erskine_College	medium	low	782.0
3434.0	Furman University	SC	IIB	551	414	343.0	453.0	719	530	430.0	583.0	86.0	39.0	54.0	6.0	185.0	http://dbpedia.org/resource/Furman_University	medium	medium	783.0
3435.0	Lander University	SC	IIB	453	381	343.0	380.0	557	472	427.0	470.0	34.0	31.0	41.0	4.0	114.0	http://dbpedia.org/resource/Lander_University	medium	medium	784.0
3436.0	Limestone College	SC	IIB	277	282	250.0	264.0	319	328	287.0	303.0	7.0	8.0	11.0	2.0	28.0	http://dbpedia.org/resource/Limestone_College	low	low	785.0
3440.0	Newberry College	SC	IIB	351	290	243.0	287.0	411	344	290.0	339.0	11.0	19.0	11.0	5.0	46.0	http://dbpedia.org/resource/Newberry_College	low	low	787.0
3446.0	South Carolina State College	SC	IIB	458	379	307.0	350.0	561	467	382.0	432.0	59.0	58.0	77.0	36.0	255.0	http://dbpedia.org/resource/South_Carolina_State_University	medium	low	789.0
3448.0	University of South Carolina	SC	I	585	436	385.0	475.0	705	532	472.0	577.0	417.0	335.0	194.0	60.0	1034.0	http://dbpedia.org/resource/University_of_South_Carolina	medium	medium	790.0
3449.0	University of South Carolina-Aiken	SC	IIB	461	392	317.0	374.0	563	481	392.0	457.0	30.0	39.0	36.0	12.0	117.0	http://dbpedia.org/resource/University_of_South_Carolina_Aiken	medium	medium	791.0
3456.0	Winthrop University	SC	IIA	464	378	327.0	378.0	578	474	413.0	474.0	73.0	78.0	70.0	19.0	242.0	http://dbpedia.org/resource/Winthrop_University	medium	medium	794.0
3457.0	Wofford College	SC	IIB	537	413	367.0	448.0	662	519	469.0	560.0	24.0	27.0	11.0	2.0	64.0	http://dbpedia.org/resource/Wofford_College	medium	medium	795.0
9226.0	Francis Marion University	SC	IIB	476	394	328.0	387.0	585	488	410.0	480.0	64.0	37.0	40.0	25.0	166.0	http://dbpedia.org/resource/Francis_Marion_University	medium	medium	796.0
3458.0	Augustana College	SD	IIB	434	382	322.0	364.0	576	519	429.0	487.0	34.0	22.0	45.0	7.0	108.0	http://dbpedia.org/resource/Augustana_College_(Illinois)	medium	medium	797.0
3459.0	Black Hills State University	SD	IIB	410	341	303.0	329.0	487	409	366.0	396.0	24.0	13.0	50.0	11.0	98.0	http://dbpedia.org/resource/Black_Hills_State_University	low	low	798.0
3461.0	Dakota Wesleyan University	SD	IIB	*	290	246.0	257.0	*	356	302.0	317.0	4.0	11.0	13.0	7.0	36.0	http://dbpedia.org/resource/Dakota_Wesleyan_University	low	low	799.0
3463.0	Dakota State University	SD	IIB	469	357	349.0	351.0	554	427	419.0	420.0	9.0	11.0	24.0	12.0	56.0	http://dbpedia.org/resource/Dakota_State_University	medium	low	800.0
3469.0	Sioux Falls College	SD	IIB	376	308	289.0	311.0	463	388	364.0	391.0	7.0	12.0	15.0	2.0	36.0	http://dbpedia.org/resource/University_of_Sioux_Falls	low	low	802.0
10300.0	University of South Dakota	SD	I	480	364	340.0	362.0	570	438	410.0	436.0	88.0	75.0	134.0	55.0	352.0	http://dbpedia.org/resource/University_of_South_Dakota	medium	low	803.0
3479.0	Belmont University	TN	IIA	484	372	315.0	382.0	573	445	377.0	455.0	42.0	54.0	45.0	7.0	148.0	http://dbpedia.org/resource/Belmont_University	medium	medium	805.0
3481.0	Carson-Newman College	TN	IIB	393	334	286.0	324.0	475	405	339.0	390.0	32.0	33.0	41.0	11.0	117.0	http://dbpedia.org/resource/Carson%E2%80%93Newman_College	low	low	807.0
3486.0	David Lipscomb University	TN	IIB	453	374	308.0	365.0	561	473	374.0	451.0	33.0	22.0	25.0	17.0	97.0	http://dbpedia.org/resource/Lipscomb_University	medium	medium	808.0
3490.0	Fisk University	TN	IIB	383	369	269.0	319.0	451	437	314.0	375.0	17.0	19.0	17.0	2.0	65.0	http://dbpedia.org/resource/Fisk_University	low	low	809.0
3500.0	Lee College	TN	IIB	350	320	284.0	297.0	431	407	334.0	360.0	12.0	20.0	29.0	13.0	74.0	http://dbpedia.org/resource/Lee_College	low	low	812.0
3509.0	Memphis State University	TN	I	558	425	376.0	443.0	674	522	464.0	542.0	264.0	194.0	193.0	71.0	722.0	http://dbpedia.org/resource/University_of_Memphis	medium	medium	814.0
