FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL
2847	SUNY College at Oneonta	NY	IIA	539	428	362	440	705	557	467	571	93	78	81	1	267	http://dbpedia.org/resource/State_University_of_New_York_at_Oneonta
2850	SUNY College at Potsdam	NY	IIA	531	413	337	424	691	539	436	552	78	63	52	9	219	http://dbpedia.org/resource/State_University_of_New_York_at_Potsdam
2882	Syracuse University	NY	I	648	475	394	526	851	645	528	701	371	301	205	10	891	http://dbpedia.org/resource/Syracuse_University
2889	Union College	NY	IIA	638	508	399	512	841	677	501	667	60	50	54	9	173	http://dbpedia.org/resource/Union_College
2894	University of Rochester	NY	I	747	520	434	611	895	626	520	733	252	130	110	7	508	http://dbpedia.org/resource/University_of_Rochester
2895	Vassar College	NY	IIB	674	517	408	523	879	669	512	674	70	60	66	9	212	http://dbpedia.org/resource/Vassar_College
2899	Wagner College	NY	IIB	457	366	326	368	587	477	438	483	20	17	31	4	72	http://dbpedia.org/resource/Wagner_College
2901	Wells College	NY	IIB	464	373	318	396	568	454	389	484	21	10	14	0	46	http://dbpedia.org/resource/Wells_College
4779	Long Island University	NY	IIA	631	513	408	531	825	672	520	690	233	175	124	22	561	http://dbpedia.org/resource/Long_Island_University
4804	New York Institute of Technology	NY	IIA	569	492	410	491	726	642	546	639	68	106	43	11	228	http://dbpedia.org/resource/New_York_Institute_of_Technology
7109	SUNY College at Old Westbury	NY	IIB	592	480	374	466	758	616	485	599	36	42	40	8	127	http://dbpedia.org/resource/State_University_of_New_York_at_Old_Westbury
9554	SUNY at Buffalo	NY	I	762	548	423	601	970	704	534	767	400	338	218	9	982	http://dbpedia.org/resource/University_at_Buffalo,_The_State_University_of_New_York
10286	SUNY Empire State College	NY	IIB	543	437	361	430	706	562	468	554	33	47	35	3	132	http://dbpedia.org/resource/Empire_State_College
3011	Art Academy of Cincinnati	OH	IIB	*	286	*	304	*	354	*	371	5	6	5	1	17	http://dbpedia.org/resource/Art_Academy_of_Cincinnati
3012	Ashland University	OH	IIB	484	418	329	398	624	530	437	515	52	58	58	4	179	http://dbpedia.org/resource/Ashland_University
3014	Baldwin-Wallace College	OH	IIB	530	431	360	464	662	552	464	587	74	39	35	0	148	http://dbpedia.org/resource/Baldwin%E2%80%93Wallace_College
3016	Bluffton College	OH	IIB	368	309	272	312	466	389	347	399	16	13	19	1	49	http://dbpedia.org/resource/Bluffton_University
3023	Capital University	OH	IIA	563	405	334	424	704	540	429	543	54	36	57	11	158	http://dbpedia.org/resource/Capital_University
3032	Cleveland State University	OH	IIA	611	459	390	486	750	575	495	606	166	223	128	14	531	http://dbpedia.org/resource/Cleveland_State_University
3033	College of Mount St. Joseph	OH	IIB	477	412	339	360	575	482	401	423	10	21	52	17	100	http://dbpedia.org/resource/College_of_Mount_St._Joseph
3037	College of Wooster	OH	IIB	561	411	346	449	735	518	429	575	52	24	44	2	122	http://dbpedia.org/resource/College_of_Wooster
3038	Mount Union College	OH	IIB	476	394	325	399	609	508	412	509	25	21	17	7	70	http://dbpedia.org/resource/University_of_Mount_Union
3041	Defiance College The	OH	IIB	373	333	277	326	438	388	330	382	14	18	11	0	46	http://dbpedia.org/resource/Defiance_College
3042	Denison University	OH	IIB	558	414	346	445	757	528	439	584	58	32	55	0	146	http://dbpedia.org/resource/Denison_University
3045	University of Findlay	OH	IIB	417	370	301	330	526	470	369	413	18	29	51	7	115	http://dbpedia.org/resource/University_of_Findlay
3046	Franklin University	OH	IIB	*	*	*	345	*	*	*	438	0	0	0	0	39	http://dbpedia.org/resource/Franklin_University
3048	Heidelberg College	OH	IIB	399	334	298	331	491	407	349	397	17	18	24	8	67	http://dbpedia.org/resource/Heidelberg_University_(Ohio)
3049	Hiram College	OH	IIB	468	367	302	373	602	469	379	474	28	22	20	11	81	http://dbpedia.org/resource/Hiram_College
3050	John Carroll University	OH	IIA	587	473	389	465	717	586	490	576	59	56	74	14	203	http://dbpedia.org/resource/John_Carroll_University
3065	Kenyon College	OH	IIB	608	439	381	480	777	552	475	608	49	36	38	8	131	http://dbpedia.org/resource/Kenyon_College
3069	Lourdes College	OH	IIB	*	330	283	280	*	413	371	361	2	8	15	22	47	http://dbpedia.org/resource/Lourdes_University
3072	Malone College	OH	IIB	410	352	306	343	515	441	383	432	20	18	26	4	70	http://dbpedia.org/resource/Malone_College_(Northern_Ireland)
3073	Marietta College	OH	IIB	445	366	298	370	569	464	367	470	27	18	19	5	69	http://dbpedia.org/resource/Marietta_College
3084	Muskingum College	OH	IIB	446	365	290	353	574	461	378	453	19	19	28	3	69	http://dbpedia.org/resource/Muskingum_University
3085	Notre Dame College of Ohio	OH	IIB	*	294	269	290	*	346	318	340	5	9	15	0	29	http://dbpedia.org/resource/Notre_Dame_College
3086	Oberlin College	OH	IIB	588	454	385	507	789	605	491	673	121	69	43	6	239	http://dbpedia.org/resource/Oberlin_College
3089	Ohio Northern University	OH	IIB	511	431	371	437	639	546	465	550	55	53	39	8	155	http://dbpedia.org/resource/Ohio_Northern_University
3109	Ohio Wesleyan University	OH	IIB	541	395	354	453	726	584	500	626	67	25	42	2	136	http://dbpedia.org/resource/Ohio_Wesleyan_University
3110	Otterbein College	OH	IIB	459	372	329	363	600	467	399	457	22	42	56	10	130	http://dbpedia.org/resource/Otterbein_University
3121	Tiffin University	OH	IIB	485	379	334	379	593	470	410	466	6	7	14	0	27	http://dbpedia.org/resource/Tiffin_University
3127	University of Dayton	OH	IIA	590	479	392	482	765	616	495	618	123	159	130	7	419	http://dbpedia.org/resource/University_of_Dayton
3131	University of Toledo	OH	I	608	457	379	486	750	572	481	607	217	152	167	20	556	http://dbpedia.org/resource/University_of_Toledo
3133	Urbana University	OH	IIB	335	266	241	272	425	314	297	333	9	12	14	1	36	http://dbpedia.org/resource/Urbana_University
3134	Ursuline College	OH	IIB	413	350	297	306	476	410	361	363	8	10	20	24	62	http://dbpedia.org/resource/Ursuline_College
3135	Walsh University	OH	IIB	407	344	278	346	504	427	352	432	17	19	10	0	49	http://dbpedia.org/resource/Walsh_University
3142	Wilmington College	OH	IIB	407	357	303	335	481	430	364	401	10	18	32	1	61	http://dbpedia.org/resource/Wilmington_College_(Ohio)
3143	Wittenberg University	OH	IIB	546	413	341	438	704	543	436	567	49	55	32	6	142	http://dbpedia.org/resource/Wittenberg_University
3144	Xavier University	OH	IIA	571	473	378	449	712	586	467	557	58	75	78	19	230	http://dbpedia.org/resource/Xavier_University
3145	Youngstown State University	OH	IIA	591	450	362	481	723	562	461	597	204	116	106	33	459	http://dbpedia.org/resource/Youngstown_State_University
7104	Miami University	OH	I	616	474	376	478	797	614	487	619	258	225	219	60	763	http://dbpedia.org/resource/Miami_University
8795	Antioch University	OH	IIA	441	348	300	316	571	457	398	418	30	15	17	3	162	http://dbpedia.org/resource/Antioch_University
9168	Wright State University	OH	IIA	642	468	385	465	781	580	485	576	126	176	132	45	493	http://dbpedia.org/resource/Wright_State_University
12748	Shawnee State University	OH	IIB	510	439	368	411	658	563	502	537	15	54	35	15	119	http://dbpedia.org/resource/Shawnee_State_University
3150	Cameron University	OK	IIB	426	360	329	345	531	452	415	434	44	35	63	34	177	http://dbpedia.org/resource/Cameron_University
3152	University of Central Okla.	OK	IIA	503	442	384	416	606	536	469	505	108	57	166	58	389	http://dbpedia.org/resource/University_of_Central_Oklahoma
3154	East Central University	OK	IIB	453	407	352	378	538	488	429	456	39	31	64	23	158	http://dbpedia.org/resource/East_Central_University
3157	Langston University	OK	IIB	459	375	313	342	545	454	383	415	12	31	34	29	108	http://dbpedia.org/resource/Langston_University
3164	Oklahoma Baptist University	OK	IIB	379	335	282	317	467	420	359	399	22	33	42	5	102	http://dbpedia.org/resource/Oklahoma_Baptist_University
3170	Oklahoma State University	OK	I	532	409	373	449	655	509	460	555	342	247	181	11	794	http://dbpedia.org/resource/Oklahoma_State_University_Center_for_Health_Sciences
3175	Phillips University	OK	IIB	365	315	273	317	438	381	327	381	16	10	15	1	42	http://dbpedia.org/resource/Phillips_University
3184	University of Oklahoma	OK	I	600	445	368	470	752	563	468	593	286	225	236	24	778	http://dbpedia.org/resource/University_of_Oklahoma
3185	University of Tulsa	OK	IIA	686	500	404	513	835	608	493	625	84	108	73	20	287	http://dbpedia.org/resource/University_of_Tulsa
1339	Western Baptist College	OR	IIB	*	308	252	285	*	451	340	388	3	7	7	5	22	http://dbpedia.org/resource/Corban_University
3191	Concordia College	OR	IIB	401	329	307	349	496	414	389	436	13	15	7	1	36	http://dbpedia.org/resource/Concordia_College_(Moorhead)
3193	Eastern Oregon State College	OR	IIB	470	363	309	373	612	482	412	492	20	23	17	5	65	http://dbpedia.org/resource/Eastern_Oregon_University
3194	George Fox College	OR	IIB	418	373	302	355	531	468	371	444	20	27	27	3	77	http://dbpedia.org/resource/George_Fox_University
3197	Lewis & Clark College	OR	IIA	601	442	362	477	749	570	440	598	74	36	47	6	171	http://dbpedia.org/resource/Lewis_&_Clark_College
3198	Linfield College	OR	IIB	481	377	319	397	650	522	448	546	47	47	31	4	129	http://dbpedia.org/resource/Linfield_College
3208	Northwest Christian College	OR	IIB	*	*	*	292	*	*	*	409	4	5	2	0	11	http://dbpedia.org/resource/Northwest_Christian_University
3209	Western Oregon State College	OR	IIA	439	354	315	361	575	470	417	472	60	40	33	2	155	http://dbpedia.org/resource/Western_Oregon_University
3210	Oregon State University	OR	I	597	473	400	475	762	615	522	615	206	209	133	46	622	http://dbpedia.org/resource/Oregon_State_University
3211	Oregon Institute of Technology	OR	IIB	500	441	391	438	648	574	512	572	38	32	32	7	109	http://dbpedia.org/resource/Oregon_Institute_of_Technology
3212	Pacific University	OR	IIA	441	381	341	370	561	469	421	461	28	32	41	7	108	http://dbpedia.org/resource/Pacific_University
3216	Portland State University	OR	I	544	437	382	474	693	564	498	609	205	113	77	16	411	http://dbpedia.org/resource/Portland_State_University
3217	Reed College	OR	IIB	596	442	378	495	729	545	463	607	47	20	31	0	98	http://dbpedia.org/resource/Reed_College
3219	Southern Oregon State College	OR	IIA	460	371	315	393	598	491	417	517	72	49	25	12	161	http://dbpedia.org/resource/Southern_Oregon_University
3223	University of Oregon	OR	I	597	446	375	459	762	579	488	594	240	182	152	89	671	http://dbpedia.org/resource/University_of_Oregon
3224	University of Portland	OR	IIA	587	437	387	436	716	542	470	536	26	57	42	2	135	http://dbpedia.org/resource/University_of_Portland
3225	Warner Pacific College	OR	IIB	*	279	216	269	*	340	262	328	4	14	8	0	26	http://dbpedia.org/resource/Warner_Pacific_College
3227	Willamette University	OR	IIB	596	390	345	478	758	524	466	621	69	43	28	4	145	http://dbpedia.org/resource/Willamette_University
3229	Albright College	PA	IIB	488	396	359	430	648	514	451	562	39	21	15	3	79	http://dbpedia.org/resource/Albright_College
3230	Allegheny College	PA	IIB	576	414	332	415	744	537	418	532	36	46	54	8	144	http://dbpedia.org/resource/Allegheny_College
3233	Alvernia College	PA	IIB	402	315	295	303	506	370	347	361	7	12	30	11	60	http://dbpedia.org/resource/Alvernia_University
3235	Beaver College	PA	IIA	496	405	353	381	652	532	462	500	12	20	32	2	68	http://dbpedia.org/resource/Arcadia_University
3237	Bryn Mawr College	PA	IIA	620	466	379	511	767	605	478	639	65	23	20	3	129	http://dbpedia.org/resource/Bryn_Mawr_College
3238	Bucknell University	PA	IIA	658	497	415	528	840	637	542	678	84	85	73	1	243	http://dbpedia.org/resource/Bucknell_University
3241	Cabrini College	PA	IIB	471	*	354	398	597	*	448	503	15	5	18	3	41	http://dbpedia.org/resource/Cabrini_College
3242	Carnegie-Mellon University	PA	I	829	566	499	678	994	691	617	820	256	138	125	4	523	http://dbpedia.org/resource/Carnegie_Mellon_University
3243	Cedar Crest College	PA	IIB	475	392	318	375	591	495	392	468	14	17	29	0	60	http://dbpedia.org/resource/Cedar_Crest_College
3244	Chatham College	PA	IIB	492	397	323	394	628	503	407	500	13	12	16	2	43	http://dbpedia.org/resource/Chatham_University
3245	Chestnut Hill College	PA	IIB	*	322	277	311	*	400	348	391	5	10	18	4	37	http://dbpedia.org/resource/Chestnut_Hill_College
3247	College Misericordia	PA	IIB	493	425	346	377	578	508	420	455	9	22	48	5	84	http://dbpedia.org/resource/Misericordia_University
3253	Dickinson College	PA	IIB	622	468	380	466	797	601	478	593	35	47	51	7	144	http://dbpedia.org/resource/Dickinson_College
3256	Drexel University	PA	I	674	496	459	568	843	619	570	709	153	114	73	0	341	http://dbpedia.org/resource/Drexel_University
3258	Duquesne University	PA	IIA	602	469	393	475	753	597	497	601	98	97	113	28	336	http://dbpedia.org/resource/Duquesne_University
3259	Eastern College	PA	IIA	442	342	329	363	636	413	398	473	19	17	17	4	57	http://dbpedia.org/resource/Eastern_University_(United_States)
3262	Elizabethtown College	PA	IIB	552	456	371	448	718	581	465	571	30	39	26	6	105	http://dbpedia.org/resource/Elizabethtown_College
3266	Gannon University	PA	IIA	453	377	341	365	586	489	434	469	35	54	76	17	182	http://dbpedia.org/resource/Gannon_University
3267	Geneva College	PA	IIB	416	366	312	366	527	475	402	469	17	17	16	0	50	http://dbpedia.org/resource/Geneva_College
3268	Gettysburg College	PA	IIB	627	475	400	485	820	630	516	637	38	65	28	20	151	http://dbpedia.org/resource/Gettysburg_College
3270	Gwynedd-Mercy College	PA	IIB	356	316	269	280	428	383	330	341	13	18	51	16	98	http://dbpedia.org/resource/Gwynedd%E2%80%93Mercy_College
3274	Haverford College	PA	IIB	653	498	392	521	876	702	551	716	40	19	33	3	95	http://dbpedia.org/resource/Haverford_College
3275	Holy Family College	PA	IIB	480	395	335	364	599	504	432	465	12	14	33	16	75	http://dbpedia.org/resource/Holy_Family_University
3276	Immaculata College	PA	IIB	451	406	310	385	572	521	399	492	10	8	8	2	28	http://dbpedia.org/resource/Immaculata_University
3277	Indiana University of Penn.	PA	IIA	675	541	425	546	859	708	571	711	243	201	173	41	658	http://dbpedia.org/resource/Indiana_University_of_Pennsylvania
3278	Thomas Jefferson University	PA	IIA	*	505	428	441	*	678	558	578	5	9	24	18	59	http://dbpedia.org/resource/Thomas_Jefferson_University
3279	Juniata College	PA	IIB	488	391	316	419	634	497	427	545	36	20	16	2	74	http://dbpedia.org/resource/Juniata_College
3282	King's College	PA	IIB	498	427	354	409	641	548	444	520	22	28	45	0	95	http://dbpedia.org/resource/King's_College_London
3284	Lafayette College	PA	IIB	686	517	419	506	873	668	536	647	37	62	71	8	179	http://dbpedia.org/resource/Lafayette_College
3287	La Salle University	PA	IIA	585	482	426	470	733	616	543	597	30	80	95	4	209	http://dbpedia.org/resource/La_Salle_University
3288	Lebanon Valley College	PA	IIB	472	401	362	419	593	512	466	531	28	21	17	1	67	http://dbpedia.org/resource/Lebanon_Valley_College
3289	Lehigh University	PA	I	757	543	448	635	955	700	568	805	216	118	77	4	416	http://dbpedia.org/resource/Lehigh_University
3290	Lincoln University	PA	IIB	516	400	348	393	628	492	433	486	22	26	18	12	87	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)
3293	Lycoming College	PA	IIB	502	436	352	395	656	575	442	507	16	26	33	11	86	http://dbpedia.org/resource/Lycoming_College
3296	Marywood College	PA	IIA	514	429	356	412	635	524	443	508	25	41	52	3	121	http://dbpedia.org/resource/Marywood_University
3297	Mercyhurst College	PA	IIB	444	390	312	339	592	497	390	429	15	25	46	15	101	http://dbpedia.org/resource/Mercyhurst_University
3298	Messiah College	PA	IIB	481	400	351	393	621	514	446	505	34	37	45	15	131	http://dbpedia.org/resource/Messiah_College
3301	Moravian College	PA	IIB	490	406	343	423	624	516	430	537	35	29	19	3	86	http://dbpedia.org/resource/Moravian_College
3304	Muhlenberg College	PA	IIB	589	432	359	449	809	568	463	600	36	31	37	2	115	http://dbpedia.org/resource/Muhlenberg_College
3313	Widener University	PA	IIA	670	556	439	529	870	714	567	683	60	136	88	18	309	http://dbpedia.org/resource/Widener_University
3315	Bloomsburg University of Penn.	PA	IIA	669	538	428	528	856	710	580	696	98	109	131	10	348	http://dbpedia.org/resource/Bloomsburg_University_of_Pennsylvania
3316	California University of Penn.	PA	IIA	674	541	436	549	850	700	578	708	112	108	64	25	309	http://dbpedia.org/resource/California_University_of_Pennsylvania
3317	Cheyney University of Penn.	PA	IIA	692	554	379	550	884	732	530	725	35	35	21	7	98	http://dbpedia.org/resource/Cheyney_University_of_Pennsylvania
3320	East Stroudsburg University	PA	IIA	676	531	415	526	858	696	556	686	95	72	85	20	272	http://dbpedia.org/resource/East_Stroudsburg_University_of_Pennsylvania
3321	Edinboro University of Penn.	PA	IIA	676	545	424	516	870	714	570	679	111	86	169	26	392	http://dbpedia.org/resource/Edinboro_University_of_Pennsylvania
3322	Kutztown University of Penn.	PA	IIA	669	544	418	528	847	707	558	685	119	117	122	25	383	http://dbpedia.org/resource/Kutztown_University_of_Pennsylvania
3323	Lock Haven University	PA	IIB	676	544	417	508	820	675	527	631	46	64	61	26	197	http://dbpedia.org/resource/Lock_Haven_University_of_Pennsylvania
3324	Mansfield University of Penn.	PA	IIB	665	532	428	516	839	690	568	670	47	60	58	14	179	http://dbpedia.org/resource/Mansfield_University_of_Pennsylvania
3325	Millersville University of Penn.	PA	IIA	660	552	429	549	842	723	576	716	117	97	100	6	320	http://dbpedia.org/resource/Millersville_University_of_Pennsylvania
3326	Shippensburg University	PA	IIA	673	545	425	573	848	706	567	735	148	67	83	3	301	http://dbpedia.org/resource/Shippensburg_University_of_Pennsylvania
3327	Slippery Rock University of Penn.	PA	IIA	675	532	431	537	836	670	552	676	127	104	138	11	380	http://dbpedia.org/resource/Slippery_Rock_University_of_Pennsylvania
3328	West Chester University of Penn.	PA	IIA	667	540	431	533	821	680	554	671	136	163	176	8	483	http://dbpedia.org/resource/West_Chester_University_of_Pennsylvania
3357	Point Park College	PA	IIB	411	331	290	357	519	430	363	452	33	19	17	1	73	http://dbpedia.org/resource/Point_Park_University
3359	Robert Morris College	PA	IIB	575	454	406	438	724	576	513	554	11	43	42	7	103	http://dbpedia.org/resource/Robert_Morris_University
3362	Seton Hill College	PA	IIB	489	380	329	368	575	479	403	453	7	23	24	1	56	http://dbpedia.org/resource/Seton_Hill_University
3366	Saint Francis College	PA	IIB	472	392	323	375	573	481	403	463	20	14	24	8	66	http://dbpedia.org/resource/Saint_Francis_University
3367	St. Joseph's University	PA	IIA	594	484	427	487	764	628	539	623	39	50	63	2	154	http://dbpedia.org/resource/University_of_St._Joseph's_College
3368	Saint Vincent College	PA	IIB	436	399	317	363	603	540	406	481	14	20	20	10	64	http://dbpedia.org/resource/Saint_Vincent_College
3369	Susquehanna University	PA	IIB	534	420	359	422	661	519	443	521	25	26	33	5	89	http://dbpedia.org/resource/Susquehanna_University
3370	Swarthmore College	PA	IIB	704	519	417	562	868	651	526	699	68	44	47	2	163	http://dbpedia.org/resource/Swarthmore_College
3371	Temple University	PA	I	736	579	454	606	913	724	568	755	490	332	291	37	1150	http://dbpedia.org/resource/Temple_University
3376	Thiel College	PA	IIB	408	342	287	369	534	443	376	481	33	14	10	1	58	http://dbpedia.org/resource/Thiel_College
3378	University of Pennsylvania	PA	I	881	622	532	744	1086	831	712	945	541	240	212	0	993	http://dbpedia.org/resource/University_of_Pennsylvania
3379	University of Pittsburgh	PA	I	736	516	421	547	910	653	537	688	427	402	373	63	1325	http://dbpedia.org/resource/University_of_Pittsburgh
3384	University of Scranton	PA	IIA	565	479	437	475	736	632	571	621	51	86	95	5	242	http://dbpedia.org/resource/University_of_Scranton
3385	Ursinus College	PA	IIB	528	419	354	434	686	547	458	563	32	28	29	2	91	http://dbpedia.org/resource/Ursinus_College
3388	Villanova University	PA	IIA	726	535	438	536	912	698	586	698	133	143	206	21	503	http://dbpedia.org/resource/Villanova_University
3389	Washington & Jefferson College	PA	IIB	549	480	373	473	689	608	494	602	33	29	18	7	87	http://dbpedia.org/resource/Washington_&_Jefferson_College
3391	Waynesburg College	PA	IIB	407	332	297	333	541	453	399	451	20	11	22	11	67	http://dbpedia.org/resource/Waynesburg_University
3392	Westminster College	PA	IIB	497	410	337	423	603	498	394	508	47	12	24	10	93	http://dbpedia.org/resource/Westminster_College_(Pennsylvania)
3394	Wilkes University	PA	IIA	499	430	338	409	612	534	408	502	31	53	53	0	138	http://dbpedia.org/resource/Wilkes_University
3396	Wilson College	PA	IIB	322	314	269	294	402	366	315	350	8	9	12	3	32	http://dbpedia.org/resource/Wilson_College_(Pennsylvania)
3399	York College of Pennsylvania	PA	IIB	615	512	414	464	809	664	537	603	13	32	67	1	113	http://dbpedia.org/resource/York_College_of_Pennsylvania
3987	La Roche College	PA	IIB	433	364	302	351	518	438	355	419	11	12	21	0	44	http://dbpedia.org/resource/La_Roche_College
3988	Neumann College	PA	IIB	*	328	296	307	*	457	399	415	5	9	27	3	44	http://dbpedia.org/resource/Neumann_University
9235	Clarion University of Penn.	PA	IIA	649	539	419	517	824	694	549	665	100	92	110	22	324	http://dbpedia.org/resource/Clarion_University_of_Pennsylvania
3401	Brown University	RI	I	752	515	433	625	956	659	554	797	286	100	111	0	514	http://dbpedia.org/resource/Brown_University
3402	Bryant College	RI	IIB	632	582	502	556	812	746	629	709	40	43	45	0	135	http://dbpedia.org/resource/Bryant_University
3406	Providence College	RI	IIA	633	526	418	489	827	712	544	646	43	68	93	15	219	http://dbpedia.org/resource/Providence_College
3407	Rhode Island College	RI	IIA	518	442	381	453	675	581	504	594	125	101	96	1	323	http://dbpedia.org/resource/Rhode_Island_College
3411	Salve Regina University	RI	IIA	495	397	327	385	620	496	406	481	29	43	37	14	124	http://dbpedia.org/resource/Salve_Regina_University
3414	University of Rhode Island	RI	I	630	473	416	541	813	622	548	703	334	187	135	3	659	http://dbpedia.org/resource/University_of_Rhode_Island
4917	Roger Williams University	RI	IIB	*	*	*	464	*	*	*	605	0	0	0	0	104	http://dbpedia.org/resource/Roger_Williams_University
3420	Benedict College	SC	IIB	320	260	241	257	381	311	289	308	21	10	29	18	78	http://dbpedia.org/resource/Benedict_College
3422	Central Wesleyan College	SC	IIB	293	247	214	264	366	311	261	329	20	7	9	0	36	http://dbpedia.org/resource/Southern_Wesleyan_University
3425	Clemson University	SC	I	602	441	375	466	728	544	465	571	296	224	191	42	801	http://dbpedia.org/resource/Clemson_University
3427	Coker College	SC	IIB	425	359	318	358	521	425	378	430	14	9	18	2	43	http://dbpedia.org/resource/Coker_College
3428	College of Charleston	SC	IIA	475	410	320	374	581	505	399	462	68	102	118	32	320	http://dbpedia.org/resource/College_of_Charleston
3430	Columbia College	SC	IIB	415	355	330	358	515	441	402	442	23	25	15	9	76	http://dbpedia.org/resource/Columbia_College_Chicago
3431	Converse College	SC	IIB	467	384	317	372	582	495	402	473	12	31	23	3	69	http://dbpedia.org/resource/Converse_College
3432	Erskine College	SC	IIB	420	*	297	355	527	*	366	444	19	5	14	2	40	http://dbpedia.org/resource/Erskine_College
3434	Furman University	SC	IIB	551	414	343	453	719	530	430	583	86	39	54	6	185	http://dbpedia.org/resource/Furman_University
3435	Lander University	SC	IIB	453	381	343	380	557	472	427	470	34	31	41	4	114	http://dbpedia.org/resource/Lander_University
3436	Limestone College	SC	IIB	277	282	250	264	319	328	287	303	7	8	11	2	28	http://dbpedia.org/resource/Limestone_College
3439	Morris College	SC	IIB	*	278	252	269	*	314	285	303	5	16	21	4	46	http://dbpedia.org/resource/Morris_College
3440	Newberry College	SC	IIB	351	290	243	287	411	344	290	339	11	19	11	5	46	http://dbpedia.org/resource/Newberry_College
3445	Presbyterian College	SC	IIB	503	376	316	397	637	478	395	501	26	22	22	5	75	http://dbpedia.org/resource/Presbyterian_College
3446	South Carolina State College	SC	IIB	458	379	307	350	561	467	382	432	59	58	77	36	255	http://dbpedia.org/resource/South_Carolina_State_University
3448	University of South Carolina	SC	I	585	436	385	475	705	532	472	577	417	335	194	60	1034	http://dbpedia.org/resource/University_of_South_Carolina
3449	University of South Carolina-Aiken	SC	IIB	461	392	317	374	563	481	392	457	30	39	36	12	117	http://dbpedia.org/resource/University_of_South_Carolina_Aiken
3451	Coastal Carolina University	SC	IIB	437	377	314	340	535	464	389	419	23	43	49	28	143	http://dbpedia.org/resource/Coastal_Carolina_University
3455	Voorhees College	SC	IIB	*	*	254	233	*	*	287	265	1	3	12	14	30	http://dbpedia.org/resource/Voorhees_College
3456	Winthrop University	SC	IIA	464	378	327	378	578	474	413	474	73	78	70	19	242	http://dbpedia.org/resource/Winthrop_University
3457	Wofford College	SC	IIB	537	413	367	448	662	519	469	560	24	27	11	2	64	http://dbpedia.org/resource/Wofford_College
9226	Francis Marion University	SC	IIB	476	394	328	387	585	488	410	480	64	37	40	25	166	http://dbpedia.org/resource/Francis_Marion_University
3458	Augustana College	SD	IIB	434	382	322	364	576	519	429	487	34	22	45	7	108	http://dbpedia.org/resource/Augustana_College_(Illinois)
3459	Black Hills State University	SD	IIB	410	341	303	329	487	409	366	396	24	13	50	11	98	http://dbpedia.org/resource/Black_Hills_State_University
3461	Dakota Wesleyan University	SD	IIB	*	290	246	257	*	356	302	317	4	11	13	7	36	http://dbpedia.org/resource/Dakota_Wesleyan_University
3463	Dakota State University	SD	IIB	469	357	349	351	554	427	419	420	9	11	24	12	56	http://dbpedia.org/resource/Dakota_State_University
3466	Northern State University	SD	IIA	417	333	297	337	498	402	362	407	27	30	35	12	104	http://dbpedia.org/resource/Northern_State_University
3469	Sioux Falls College	SD	IIB	376	308	289	311	463	388	364	391	7	12	15	2	36	http://dbpedia.org/resource/University_of_Sioux_Falls
10300	University of South Dakota	SD	I	480	364	340	362	570	438	410	436	88	75	134	55	352	http://dbpedia.org/resource/University_of_South_Dakota
3478	Austin Peay State University	TN	IIA	482	362	314	374	581	445	390	458	86	47	102	17	252	http://dbpedia.org/resource/Austin_Peay_State_University
3479	Belmont University	TN	IIA	484	372	315	382	573	445	377	455	42	54	45	7	148	http://dbpedia.org/resource/Belmont_University
3480	Bethel College	TN	IIB	287	*	255	262	345	*	307	323	9	4	9	5	27	http://dbpedia.org/resource/Bethel_College_(Kansas)
3481	Carson-Newman College	TN	IIB	393	334	286	324	475	405	339	390	32	33	41	11	117	http://dbpedia.org/resource/Carson%E2%80%93Newman_College
3486	David Lipscomb University	TN	IIB	453	374	308	365	561	473	374	451	33	22	25	17	97	http://dbpedia.org/resource/Lipscomb_University
3490	Fisk University	TN	IIB	383	369	269	319	451	437	314	375	17	19	17	2	65	http://dbpedia.org/resource/Fisk_University
3492	Freed-Hardeman University	TN	IIB	382	326	271	305	454	401	346	374	16	23	20	9	69	http://dbpedia.org/resource/Freed%E2%80%93Hardeman_University
3498	Lambuth University	TN	IIB	316	288	283	294	405	380	363	379	15	9	16	2	42	http://dbpedia.org/resource/Lambuth_University
3500	Lee College	TN	IIB	350	320	284	297	431	407	334	360	12	20	29	13	74	http://dbpedia.org/resource/Lee_College
3505	Maryville College	TN	IIB	429	351	289	338	520	419	348	406	12	14	19	4	49	http://dbpedia.org/resource/Maryville_College
3509	Memphis State University	TN	I	558	425	376	443	674	522	464	542	264	194	193	71	722	http://dbpedia.org/resource/University_of_Memphis
3511	Milligan College	TN	IIB	398	334	291	347	465	404	337	410	21	16	15	0	52	http://dbpedia.org/resource/Milligan_College
3519	Rhodes College	TN	IIB	575	446	353	430	741	566	428	538	23	37	46	4	110	http://dbpedia.org/resource/Rhodes_College
3523	Tennessee Technological Univ	TN	IIA	547	424	346	436	664	527	439	540	146	98	100	32	376	http://dbpedia.org/resource/Tennessee_Technological_University
